"Resultado;Nombrede la medida;Fecha;Hora;Límite a medida;Instrumento;Adaptador;Firmware ;Operador del equipo;Compañía;Contratista;Tipo;Estándar;Ra";"ngo de frequencia;Notas";"de usuario;Largo del cabl";"e;Medidor";de potenc;ia;";Longitúd de on";"da;Diámetro del centro;Potencia de referencia;Potencia recibida;Potencia recibida;Pérdida;DH/RH;Atenuación;Longitúd de onda;Diámetro del centro;Pérdida;Umbral de pérdida;Margen;Longitúd;Longitúd;Límite;Margen;Medida;DH/RH;Pares;Resultado;Freq en Peor Caso;Valor del peor escenario;Límite del peor escenario;Margen del peor escenario;Peor valor absoluto;Peor Frequencia en total;Peor límite en total;Peor margen en total;RESISTENCIA;Límite;7_8;3_6;5_4;1_2;LONGITUD;Límite;7_8;3_6;5_4;1_2;IMPEDANCIA;Límite;7_8;3_6;5_4;1_2;RETARDO DE PROPAGACIÓN;Límite;7_8;3_6;5_4;1_2;DIFERENCIAL DE RETARDO;Límite;7_8;3_6;5_4;1_2;CAPACITANCIA;Límite;7_8;3_6;5_4;1_2;NVP_7_8;NVP_3_6;NVP_5_4;NVP_1_2;ENCABEZAMIENTO;Pin 1;Pin 2;Pin 3;Pin 4;Pin 5;Pin 6;Pin 7;Pin 8;Aislación"
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Display;""3,6"";Pasa;""101,0"";""20,2"";""12,0"";""8,2"";""20,2"";""101,0"";""12,0"";""8,2""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Display;""5,4"";Pasa;""38,0"";""27,2"";""16,1"";""11,1"";""20,9"";""234,0"";""8,3"";""12,6""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Display;""1,2"";Pasa;""16,0"";""25,7"";""18,0"";""7,7"";""18,2"";""244,0"";""8,1"";""10,1""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Remoto;""7,8"";Pasa;""44,0"";""22,6"";""15,6"";""7,0"";""17,6"";""250,0"";""8,0"";""9,6""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Remoto;""3,6"";Pasa;""92,0"";""23,9"";""12,4"";""11,5"";""21,6"";""236,0"";""8,3"";""13,3""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Remoto;""5,4"";Pasa;""58,0"";""24,6"";""14,4"";""10,2"";""22,7"";""102,0"";""11,9"";""10,8""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Pérdida de retorno;Remoto;""1,2"";Pasa;""94,0"";""18,5"";""12,3"";""6,2"";""17,4"";""133,0"";""10,8"";""6,6""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Atenuación;Display;""7,8"";Pasa;""2,5"";""1,6"";""3,2"";""1,6"";""13,8"";""250,0"";""35,9"";""22,1""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Atenuación;Display;""3,6"";Pasa;""2,5"";""1,6"";""3,2"";""1,6"";""14,4"";""250,0"";""35,9"";""21,5""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Atenuación;Display;""5,4"";Pasa;""2,4"";""1,5"";""3,1"";""1,6"";""13,9"";""250,0"";""35,9"";""22,0""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;Atenuación;Display;""1,2"";Pasa;""2,5"";""1,7"";""3,2"";""1,5"";""13,6"";""249,5"";""35,9"";""22,3""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Display;""7,8-3,6"";Pasa;""3,1"";""74,2"";""61,2"";""13,0"";""30,9"";""234,0"";""-1,0"";""31,9""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Display;""7,8-5,4"";Pasa;""4,0"";""65,0"";""59,0"";""6,0"";""34,0"";""249,0"";""-2,8"";""36,8""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Display;""7,8-1,2"";Pasa;""2,5"";""76,7"";""61,8"";""14,9"";""30,6"";""250,0"";""-2,8"";""33,4""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Display;""3,6-5,4"";Pasa;""6,7"";""69,9"";""54,2"";""15,7"";""29,3"";""244,0"";""-2,1"";""31,4""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Display;""3,6-1,2"";Pasa;""2,8"";""74,3"";""61,6"";""12,7"";""26,3"";""237,0"";""-1,3"";""27,6""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Display;""5,4-1,2"";Pasa;""4,2"";""66,8"";""58,7"";""8,1"";""33,3"";""249,0"";""-2,8"";""36,1""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Remoto;""7,8-3,6"";Pasa;""4,0"";""70,7"";""59,0"";""11,7"";""33,5"";""234,0"";""-1,0"";""34,5""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Remoto;""7,8-5,4"";Pasa;""4,0"";""65,6"";""59,0"";""6,6"";""41,6"";""223,0"";""0,4"";""41,2""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Remoto;""7,8-1,2"";Pasa;""12,0"";""71,9"";""48,4"";""23,5"";""40,2"";""177,0"";""6,3"";""33,9""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Remoto;""3,6-5,4"";Pasa;""2,7"";""77,4"";""61,7"";""15,7"";""31,0"";""218,0"";""0,9"";""30,1""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Remoto;""3,6-1,2"";Pasa;""3,4"";""74,8"";""60,5"";""14,3"";""40,1"";""248,0"";""-2,6"";""42,7""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-N;Remoto;""5,4-1,2"";Pasa;""4,2"";""66,8"";""58,7"";""8,1"";""35,9"";""187,0"";""5,0"";""30,9""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Display;""7,8-3,6"";Pasa;""249,5"";""31,1"";""15,3"";""15,8"";""31,1"";""250,0"";""15,3"";""15,8""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Display;""7,8-5,4"";Pasa;""1,9"";""74,6"";""57,7"";""16,9"";""34,5"";""219,5"";""16,4"";""18,1""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Display;""7,8-1,2"";Pasa;""1,3"";""82,3"";""61,0"";""21,3"";""46,0"";""237,5"";""15,7"";""30,3""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Display;""3,6-7,8"";Pasa;""166,0"";""31,4"";""18,9"";""12,5"";""31,4"";""168,5"";""18,7"";""12,7""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Display;""3,6-5,4"";Pasa;""1,0"";""76,6"";""63,3"";""13,3"";""32,8"";""250,0"";""15,3"";""17,5""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Display;""3,6-1,2"";Pasa;""1,0"";""78,0"";""63,3"";""14,7"";""34,0"";""210,0"";""16,8"";""17,2""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Display;""5,4-7,8"";Pasa;""106,5"";""37,9"";""22,7"";""15,2"";""33,3"";""216,5"";""16,5"";""16,8""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Display;""5,4-3,6"";Pasa;""1,5"";""72,7"";""60,0"";""12,7"";""30,4"";""245,0"";""15,5"";""14,9""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Display;""5,4-1,2"";Pasa;""1,3"";""78,5"";""61,0"";""17,5"";""33,6"";""249,0"";""15,3"";""18,3""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Display;""1,2-7,8"";Pasa;""1,3"";""78,7"";""61,0"";""17,7"";""40,8"";""240,0"";""15,7"";""25,1""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Display;""1,2-3,6"";Pasa;""1,3"";""74,4"";""61,0"";""13,4"";""30,2"";""238,5"";""15,7"";""14,5""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Display;""1,2-5,4"";Pasa;""1,3"";""76,1"";""61,0"";""15,1"";""33,7"";""250,0"";""15,3"";""18,4""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""7,8-3,6"";Pasa;""166,0"";""31,4"";""18,9"";""12,5"";""31,4"";""168,5"";""18,7"";""12,7""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""7,8-5,4"";Pasa;""106,5"";""37,9"";""22,7"";""15,2"";""33,3"";""216,5"";""16,5"";""16,8""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""7,8-1,2"";Pasa;""1,3"";""78,7"";""61,0"";""17,7"";""40,8"";""240,0"";""15,7"";""25,1""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""3,6-7,8"";Pasa;""249,5"";""31,1"";""15,3"";""15,8"";""31,1"";""250,0"";""15,3"";""15,8""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""3,6-5,4"";Pasa;""1,5"";""72,7"";""60,0"";""12,7"";""30,4"";""245,0"";""15,5"";""14,9""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""3,6-1,2"";Pasa;""1,3"";""74,4"";""61,0"";""13,4"";""30,2"";""238,5"";""15,7"";""14,5""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""5,4-7,8"";Pasa;""1,9"";""74,6"";""57,7"";""16,9"";""34,5"";""219,5"";""16,4"";""18,1""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""5,4-3,6"";Pasa;""1,0"";""76,6"";""63,3"";""13,3"";""32,8"";""250,0"";""15,3"";""17,5""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""5,4-1,2"";Pasa;""1,3"";""76,1"";""61,0"";""15,1"";""33,7"";""250,0"";""15,3"";""18,4""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""1,2-7,8"";Pasa;""1,3"";""82,3"";""61,0"";""21,3"";""46,0"";""237,5"";""15,7"";""30,3""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""1,2-3,6"";Pasa;""1,0"";""78,0"";""63,3"";""14,7"";""34,0"";""210,0"";""16,8"";""17,2""";;;;;;;
"Pasa;Segundo-3;16/02/2024;15:02;TIA 568.1-D Cat 6 UTP CH;LANTEK III- [2341074/2341073];""6000, RJ45 CAT 6 CHAN"";3.220;Promax Test&Measurement;Prom";"ax Test&Measurement;Prom";"ax Test&Measurement;Twist";"ed Pair;T";IA 568.1-D;";1";"- 250MHz;Gener";al Cable
"Cable Categoría 6 U/UTP;;;;;;;;;;;;;;;;;;;;ACR-F;Remoto;""1,2-5,4"";Pasa;""1,3"";""78,5"";""61,0"";""17,5"";""33,6"";""249,0"";""15,3"";""18,3""";;;;;;;
